"","Project","Site","Plot","Grid","Depth_cm","Event_Time","Time_of_day","Sample_ID","Volume_mL","Evacuation_date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","SO4_ppm","SO4_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"400","COMPASS","TEMPEST","FW","C6",15,"T0",NA,"TMP_FW_C6_20240610_15CM_T0",5,20240607,20240610,1434,1349,"EDT",0.1983,0.0062,"Within_Range","SO4 checks perc diff out of range",0.7064,0.0199,"Within_Range",NA,0.0013,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"401","COMPASS","TEMPEST","FW","I5",15,"T1",NA,"TMP_FW_I5_20240611_15CM_T1",5,20240610,20240611,1445,1307,"EDT",4.2175,0.1316,"Within_Range","SO4 checks perc diff out of range",4.632,0.1307,"Within_Range",NA,0.0084,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"402","COMPASS","TEMPEST","FW","F4",15,"T1",NA,"TMP_FW_F4_20240611_15CM_T1",5,20240610,20240611,1419,1343,"EDT",14.9095,0.465,"Within_Range","SO4 checks perc diff out of range",3.18,0.0897,"Within_Range",NA,0.0058,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"403","COMPASS","TEMPEST","FW","D5",15,"T1",NA,"TMP_FW_D5_20240611_15CM_T1",5,20240610,20240611,1403,1330,"EDT",13.5064,0.4213,"Within_Range","SO4 checks perc diff out of range",2.8139,0.0794,"Within_Range",NA,0.0051,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"404","COMPASS","TEMPEST","FW","C3",15,"T1",NA,"TMP_FW_C3_20240611_15CM_T1",5,20240610,20240611,1409,1417,"EDT",5.1051,0.1592,"Within_Range","SO4 checks perc diff out of range",6.048,0.1706,"Within_Range",NA,0.011,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"405","COMPASS","TEMPEST","FW","C6",15,"T1",NA,"TMP_FW_C6_20240611_15CM_T1",5,20240610,20240611,1349,1400,"EDT",4.4799,0.1397,"Within_Range","SO4 checks perc diff out of range",3.0282,0.0854,"Within_Range",NA,0.0055,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"406","COMPASS","TEMPEST","SW","B4",15,"T1",NA,"TMP_SW_B4_20240611_15CM_T1",5,20240610,20240611,1305,1400,"EDT",234.7485,7.3222,"Within_Range","SO4 checks perc diff out of range",1873.5904,52.8516,"Within_Range",NA,3.3856,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"407","COMPASS","TEMPEST","SW","F6",15,"T1",NA,"TMP_SW_F6_20240611_15CM_T1",5,20240610,20240611,1325,1337,"EDT",25.1581,0.7847,"Within_Range","SO4 checks perc diff out of range",229.1045,6.4628,"Within_Range",NA,0.414,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"408","COMPASS","TEMPEST","FW","I5",15,"T2","AM","TMP_FW_I5_20240612_15CM_T2",5,20240611,20240612,1307,931,"EDT",5.893,0.1838,"Within_Range","SO4 checks perc diff out of range",3.6164,0.102,"Within_Range",NA,0.0066,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"409","COMPASS","TEMPEST","FW","C6",15,"T2","AM","TMP_FW_C6_20240612_15CM_T2",5,20240611,20240612,1400,802,"EDT",6.7982,0.212,"Within_Range","SO4 checks perc diff out of range",9.2149,0.2599,"Within_Range",NA,0.0167,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"410","COMPASS","TEMPEST","FW","H3",15,"T2","AM","TMP_FW_H3_20240612_15CM_T2",5,20240611,20240612,1325,1005,"EDT",12.438,0.388,"Within_Range","SO4 checks perc diff out of range",3.0938,0.0873,"Within_Range",NA,0.0056,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"411","COMPASS","TEMPEST","FW","H6",15,"T2","AM","TMP_FW_H6_20240612_15CM_T2",5,20240611,20240612,1322,922,"EDT",5.0885,0.1587,"Within_Range","SO4 checks perc diff out of range",2.8838,0.0813,"Within_Range",NA,0.0052,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"412","COMPASS","TEMPEST","FW","F4",15,"T2","AM","TMP_FW_F4_20240612_15CM_T2",5,20240611,20240612,1343,947,"EDT",15.9163,0.4965,"Within_Range","SO4 checks perc diff out of range",3.271,0.0923,"Within_Range",NA,0.0059,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"413","COMPASS","TEMPEST","FW","D5",15,"T2","AM","TMP_FW_D5_20240612_15CM_T2",5,20240611,20240612,1330,843,"EDT",15.6411,0.4879,"Within_Range","SO4 checks perc diff out of range",3.4392,0.097,"Within_Range",NA,0.0062,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"414","COMPASS","TEMPEST","FW","C3",15,"T2","AM","TMP_FW_C3_20240612_15CM_T2",5,20240611,20240612,1417,802,"EDT",6.9194,0.2158,"Within_Range","SO4 checks perc diff out of range",5.6605,0.1597,"Within_Range",NA,0.0103,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"415","COMPASS","TEMPEST","FW","E3",15,"T2","AM","TMP_FW_E3_20240612_15CM_T2",5,20240611,20240612,1340,831,"EDT",1.8724,0.0584,"Within_Range","SO4 checks perc diff out of range",1.1777,0.0332,"Within_Range",NA,0.0022,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"416","COMPASS","TEMPEST","SW","F6",15,"T2","AM","TMP_SW_F6_20240612_15CM_T2",5,20240611,20240612,1337,842,"EDT",142.0218,4.4299,"Within_Range","SO4 checks perc diff out of range",1721.5966,48.5641,"Within_Range",NA,3.111,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"417","COMPASS","TEMPEST","SW","C3",15,"T2","AM","TMP_SW_C3_20240612_15CM_T2",5,20240611,20240612,1427,931,"EDT",226.9674,7.0795,"Within_Range","SO4 checks perc diff out of range",2004.3457,56.5401,"Within_Range",NA,3.6219,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"418","COMPASS","TEMPEST","SW","H6",15,"T2","AM","TMP_SW_H6_20240612_15CM_T2",5,20240611,20240612,1309,803,"EDT",157.5426,4.914,"Within_Range","SO4 checks perc diff out of range",1238.9063,34.948,"Within_Range",NA,2.2387,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"419","COMPASS","TEMPEST","SW","D5",15,"T2","AM","TMP_SW_D5_20240612_15CM_T2",5,20240611,20240612,1351,905,"EDT",123.2739,3.8451,"Within_Range","SO4 checks perc diff out of range",1072.2343,30.2464,"Within_Range",NA,1.9376,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"420","COMPASS","TEMPEST","SW","B4",15,"T2","AM","TMP_SW_B4_20240612_15CM_T2",5,20240611,20240612,1400,920,"EDT",338.9674,10.5729,"Within_Range","SO4 checks perc diff out of range",2628.8968,74.1579,"Within_Range",NA,4.7504,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"421","COMPASS","TEMPEST","SW","I5",15,"T2","AM","TMP_SW_I5_20240612_15CM_T2",5,20240611,20240612,1315,816,"EDT",119.7822,3.7362,"Within_Range","SO4 checks perc diff out of range",1315.5993,37.1114,"Within_Range",NA,2.3773,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"422","COMPASS","TEMPEST","SW","E3",15,"T2","AM","TMP_SW_E3_20240612_15CM_T2",5,20240611,20240612,1347,854,"EDT",97.5915,3.044,"Within_Range","SO4 checks perc diff out of range",996.0007,28.0959,"Within_Range",NA,1.7998,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"423","COMPASS","TEMPEST","FW","H6",15,"T3","PM","TMP_FW_H6_20240612_15CM_T3",5,20240612,20240612,922,1512,"EDT",5.8548,0.1826,"Within_Range","SO4 checks perc diff out of range",3.6516,0.103,"Within_Range",NA,0.0066,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"424","COMPASS","TEMPEST","FW","D5",15,"T3","PM","TMP_FW_D5_20240612_15CM_T3",5,20240612,20240612,843,1548,"EDT",6.0796,0.1896,"Within_Range","SO4 checks perc diff out of range",5.4187,0.1529,"Within_Range",NA,0.0098,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"425","COMPASS","TEMPEST","FW","I5",15,"T3","PM","TMP_FW_I5_20240612_15CM_T3",5,20240612,20240612,931,1500,"EDT",5.8027,0.181,"Within_Range","SO4 checks perc diff out of range",4.4949,0.1268,"Within_Range",NA,0.0081,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"426","COMPASS","TEMPEST","FW","F6",15,"T3","PM","TMP_FW_F6_20240612_15CM_T3",5,20240612,20240612,915,1518,"EDT",5.7477,0.1793,"Within_Range","SO4 checks perc diff out of range",3.9172,0.1105,"Within_Range",NA,0.0071,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"427","COMPASS","TEMPEST","FW","C3",15,"T3","PM","TMP_FW_C3_20240612_15CM_T3",5,20240612,20240612,802,1618,"EDT",7.2151,0.225,"Within_Range","SO4 checks perc diff out of range",4.6932,0.1324,"Within_Range",NA,0.0085,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"428","COMPASS","TEMPEST","FW","F4",15,"T3","PM","TMP_FW_F4_20240612_15CM_T3",5,20240612,20240612,947,1531,"EDT",4.9331,0.1539,"Within_Range","SO4 checks perc diff out of range",4.107,0.1159,"Within_Range",NA,0.0074,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"429","COMPASS","TEMPEST","SW","C3",15,"T3","PM","TMP_SW_C3_20240612_15CM_T3",5,20240612,20240612,931,1540,"EDT",302.9342,9.449,"Within_Range","SO4 checks perc diff out of range",2525.1824,71.2322,"Within_Range",NA,4.563,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"430","COMPASS","TEMPEST","SW","H3",15,"T3","PM","TMP_SW_H3_20240612_15CM_T3",5,20240612,20240612,826,1513,"EDT",284.9078,8.8867,"Within_Range","SO4 checks perc diff out of range",2330.2554,65.7336,"Within_Range",NA,4.2108,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"431","COMPASS","TEMPEST","SW","B4",15,"T3","PM","TMP_SW_B4_20240612_15CM_T3",5,20240612,20240612,920,1622,"EDT",381.7955,11.9088,"Within_Range","SO4 checks perc diff out of range",2965.053,83.6404,"Within_Range",NA,5.3579,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"432","COMPASS","TEMPEST","SW","E3",15,"T3","PM","TMP_SW_E3_20240612_15CM_T3",5,20240612,20240612,854,1530,"EDT",162.4066,5.0657,"Within_Range","SO4 checks perc diff out of range",1557.56,43.9368,"Within_Range",NA,2.8145,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"433","COMPASS","TEMPEST","SW","F6",15,"T3","PM","TMP_SW_F6_20240612_15CM_T3",5,20240612,20240612,842,1607,"EDT",234.0243,7.2996,"Within_Range","SO4 checks perc diff out of range",2378.7231,67.1008,"Within_Range",NA,4.2984,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"434","COMPASS","TEMPEST","SW","H6",15,"T3","PM","TMP_SW_H6_20240612_15CM_T3",5,20240612,20240612,803,1500,"EDT",229.5097,7.1588,"Within_Range","SO4 checks perc diff out of range",1844.2099,52.0228,"Within_Range",NA,3.3325,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"435","COMPASS","TEMPEST","FW","C6",15,"T3","PM","TMP_FW_C6_20240612_15CM_T3",5,20240612,20240612,901,1603,"EDT",12.1125,0.3778,"Within_Range","SO4 checks perc diff out of range",4.5016,0.127,"Within_Range",NA,0.0082,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"436","COMPASS","TEMPEST","FW","H3",15,"T3","PM","TMP_FW_H3_20240612_15CM_T3",5,20240612,20240612,1005,1523,"EDT",4.7963,0.1496,"Within_Range","SO4 checks perc diff out of range",3.2597,0.092,"Within_Range",NA,0.0059,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"437","COMPASS","TEMPEST","SW","B4",15,"T4","AM","TMP_SW_B4_20240613_15CM_T4",5,20240612,20240613,1622,937,"EDT",393.4758,12.2731,"Within_Range","SO4 checks perc diff out of range",3133.1101,88.3811,"Within_Range",NA,5.6616,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"438","COMPASS","TEMPEST","SW","D5",15,"T4","AM","TMP_SW_D5_20240613_15CM_T4",5,20240612,20240613,1556,900,"EDT",208.1148,6.4914,"Within_Range","SO4 checks perc diff out of range",1887.3206,53.2389,"Within_Range",NA,3.4104,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"439","COMPASS","TEMPEST","SW","C3",15,"T4","AM","TMP_SW_C3_20240613_15CM_T4",5,20240612,20240613,1540,916,"EDT",344.391,10.7421,"Within_Range","SO4 checks perc diff out of range",2829.5793,79.8189,"Within_Range",NA,5.1131,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"440","COMPASS","TEMPEST","SW","C6",15,"T4","AM","TMP_SW_C6_20240613_15CM_T4",5,20240612,20240613,1616,931,"EDT",101.9916,3.1813,"Within_Range","SO4 checks perc diff out of range",0,0,"bdl",NA,0,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"441","COMPASS","TEMPEST","SW","H6",15,"T4","AM","TMP_SW_H6_20240613_15CM_T4",5,20240612,20240613,1500,808,"EDT",254.683,7.9439,"Within_Range","SO4 checks perc diff out of range",2038.8143,57.5124,"Within_Range",NA,3.6842,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"442","COMPASS","TEMPEST","SW","E3",15,"T4","AM","TMP_SW_E3_20240613_15CM_T4",5,20240612,20240613,1530,908,"EDT",162.1457,5.0576,"Within_Range","SO4 checks perc diff out of range",1502.9443,42.3962,"Within_Range",NA,2.7158,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"443","COMPASS","TEMPEST","SW","F6",15,"T4","AM","TMP_SW_F6_20240613_15CM_T4",5,20240612,20240613,1607,848,"EDT",300.6828,9.3788,"Within_Range","SO4 checks perc diff out of range",2676.1677,75.4913,"Within_Range",NA,4.8359,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"444","COMPASS","TEMPEST","SW","I5",15,"T4","AM","TMP_SW_I5_20240613_15CM_T4",5,20240612,20240613,1506,824,"EDT",281.4121,8.7777,"Within_Range","SO4 checks perc diff out of range",2671.3684,75.3559,"Within_Range",NA,4.8272,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"445","COMPASS","TEMPEST","FW","H6",15,"T4","AM","TMP_FW_H6_20240613_15CM_T4",5,20240612,20240613,1512,815,"EDT",5.7701,0.18,"Within_Range","SO4 checks perc diff out of range",3.4923,0.0985,"Within_Range",NA,0.0063,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"446","COMPASS","TEMPEST","FW","H3",15,"T4","AM","TMP_FW_H3_20240613_15CM_T4",5,20240612,20240613,1523,834,"EDT",5.8215,0.1816,"Within_Range","SO4 checks perc diff out of range",4.5425,0.1281,"Within_Range",NA,0.0082,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"447","COMPASS","TEMPEST","FW","B4",15,"T4","AM","TMP_FW_B4_20240613_15CM_T4",5,20240612,20240613,1612,933,"EDT",17.1523,0.535,"Within_Range","SO4 checks perc diff out of range",3.1841,0.0898,"Within_Range",NA,0.0058,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"448","COMPASS","TEMPEST","FW","F4",15,"T4","AM","TMP_FW_F4_20240613_15CM_T4",5,20240612,20240613,1531,846,"EDT",5.2656,0.1642,"Within_Range","SO4 checks perc diff out of range",3.7764,0.1065,"Within_Range",NA,0.0068,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"449","COMPASS","TEMPEST","FW","C3",15,"T4","AM","TMP_FW_C3_20240613_15CM_T4",5,20240612,20240613,1618,917,"EDT",6.909,0.2155,"Within_Range","SO4 checks perc diff out of range",4.1154,0.1161,"Within_Range",NA,0.0075,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"450","COMPASS","TEMPEST","FW","I5",15,"T4","AM","TMP_FW_I5_20240613_15CM_T4",5,20240612,20240613,1500,822,"EDT",5.5174,0.1721,"Within_Range","SO4 checks perc diff out of range",7.1812,0.2026,"Within_Range",NA,0.013,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"451","COMPASS","TEMPEST","FW","E3",15,"T4","AM","TMP_FW_E3_20240613_15CM_T4",5,20240612,20240613,1542,902,"EDT",2.5655,0.08,"Within_Range","SO4 checks perc diff out of range",12.3395,0.3481,"Within_Range",NA,0.0223,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"452","COMPASS","TEMPEST","FW","D5",15,"T4","AM","TMP_FW_D5_20240613_15CM_T4",5,20240612,20240613,1548,957,"EDT",6.3168,0.197,"Within_Range","SO4 checks perc diff out of range",4.2163,0.1189,"Within_Range",NA,0.0076,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"453","COMPASS","TEMPEST","FW","C6",15,"T4","AM","TMP_FW_C6_20240613_15CM_T4",5,20240612,20240613,1603,943,"EDT",5.9179,0.1846,"Within_Range","SO4 checks perc diff out of range",14.0931,0.3975,"Within_Range",NA,0.0255,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"454","COMPASS","TEMPEST","SW","D5",15,"T5","PM","TMP_SW_D5_20240613_15CM_T5",5,20240613,20240613,900,1529,"EDT",199.0606,6.209,"Within_Range","SO4 checks perc diff out of range",1896.0707,53.4858,"Within_Range",NA,3.4262,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"455","COMPASS","TEMPEST","SW","H3",15,"T5","PM","TMP_SW_H3_20240613_15CM_T5",5,20240613,20240613,833,1501,"EDT",355.3572,11.0841,"Within_Range","SO4 checks perc diff out of range",2815.5723,79.4238,"Within_Range",NA,5.0878,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"456","COMPASS","TEMPEST","SW","F6",15,"T5","PM","TMP_SW_F6_20240613_15CM_T5",5,20240613,20240613,848,1519,"EDT",331.2756,10.333,"Within_Range","SO4 checks perc diff out of range",2796.0023,78.8717,"Within_Range",NA,5.0524,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"457","COMPASS","TEMPEST","SW","F4",15,"T5","PM","TMP_SW_F4_20240613_15CM_T5",5,20240613,20240613,842,1507,"EDT",258.2809,8.0562,"Within_Range","SO4 checks perc diff out of range",2215.4309,62.4945,"Within_Range",NA,4.0033,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"458","COMPASS","TEMPEST","SW","H6",15,"T5","PM","TMP_SW_H6_20240613_15CM_T5",5,20240613,20240613,808,1446,"EDT",269.4596,8.4049,"Within_Range","SO4 checks perc diff out of range",2234.979,63.046,"Within_Range",NA,4.0386,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
